dates,adjusted,open,high,low,close,betaYearDay,sigmaDay60,pbr,institutional,foreigners,kodexGBond3Year,vkospi200,wonPerYen,wonPerDollar,dowjones,shanghai,goldFuture,wtiNY,kospi,kospi200IT,logreturn,lrClass
2011-01-13,27250,27000,27600,26850,27250,1.180864,0.000523,1.97,-1357,9078,52410,16.87,1340.453777,1110.7,11731.9,2827.71,1386.9,91.3,2089.48,1357.27,0,1
2011-01-14,27250,27300,27450,26750,27250,1.160214,0.000522,1.97,562,1357,52435,15.64,1348.743051,1115.95,11787.38,2791.34,1360.4,91.5,2108.17,1363.08,-0.012927235,0
2011-01-17,26900,27350,27450,26900,26900,1.156017,0.000521,1.94,6,529,52415,16.55,1349.963672,1114.8,11787.38,2706.66,1360.4,91.5,2099.85,1360.15,0.027499441,3
2011-01-18,27650,26850,28100,26800,27650,1.155799,0.000532,2,1643,2584,52440,16.79,1348.49036,1112.1,11837.93,2708.98,1368.1,91.3,2096.48,1369.6,0.007207238,2
2011-01-19,27850,28050,28400,27600,27850,1.153848,0.00052,2.01,-339,2164,52320,15.57,1355.455431,1113.1,11825.29,2758.1,1370.2,90.8,2115.69,1394.73,0.012489012,2
2011-01-20,28200,27650,28200,27600,28200,1.150409,0.000498,2.04,-377,2225,52300,15.81,1357.635111,1122.9,11822.8,2677.65,1346.5,88.8,2106.66,1387.81,-0.003552402,1
2011-01-21,28100,28150,28450,27700,28100,1.133924,0.000499,2.03,150,2027,52335,16.87,1354.405899,1120.5,11871.84,2715.29,1341,88.5,2069.92,1376.29,0.008857454,2
2011-01-24,28350,28250,28650,28000,28350,1.166683,0.000497,2.05,-879,2718,52330,16.18,1356.529106,1120.9,11980.52,2695.72,1344.5,87.3,2082.16,1391.65,-0.034084017,0
2011-01-25,27400,28700,28800,27300,27400,1.1682,0.000512,1.98,-689,1218,52350,15.42,1359.403419,1121.1,11977.19,2677.43,1332.3,85.7,2086.67,1395.41,0.028778965,3
2011-01-26,28200,27650,28300,27400,28200,1.107782,0.000497,2.04,302,1753,52350,14.62,1359.211487,1117,11985.44,2708.81,1333,87.4,2110.46,1410.45,-0.007117468,1
2011-01-27,28000,28600,28700,27900,28000,1.104708,0.000497,2.02,-699,1278,52400,14.57,1341.257391,1111.5,11989.83,2749.15,1318.4,85.6,2115.01,1402.04,0.052185753,3
2011-01-28,29500,29250,29500,28900,29500,1.091151,0.000499,2.13,1553,5533,52420,14.5,1351.311953,1112.4,11823.7,2752.75,1340.7,89.3,2107.87,1403.67,0.005071862,2
2011-01-31,29650,29400,30200,29300,29650,1.056991,0.000483,2.14,-484,2661,52340,16.3,1364.533821,1119.6,11891.93,2790.69,1333.8,92.2,2069.73,1383.48,0,1
2011-02-01,29650,29800,30350,29200,29650,1.056122,0.000483,2.14,-1256,2066,52350,16.28,1364.315454,1114.1,12040.16,2798.96,1339.6,90.7,2072.03,1386.94,0.00168492,2
2011-02-07,29700,30300,30700,29500,29700,1.082412,0.000478,2.15,-785,1536,52230,16.32,1340.332565,1104.3,12161.63,2798.96,1347.6,87.5,2081.74,1394.11,0.015037877,3
2011-02-08,30150,29700,30300,29100,30150,1.089803,0.000476,2.18,-1762,3125,52255,16.95,1342.098856,1102.4,12233.15,2798.96,1363.4,87.1,2069.7,1393.45,-0.020101179,0
2011-02-09,29550,30200,30300,29400,29550,1.078512,0.000475,2.14,-319,2180,52300,17.84,1345.882924,1108.2,12239.89,2774.07,1364.8,86.8,2045.58,1386.19,-0.025708357,0
2011-02-10,28800,29450,29900,28800,28800,1.084373,0.000475,2.08,-216,933,52410,18.77,1350.300842,1122.1,12229.29,2818.16,1361.9,86.7,2008.5,1356.53,0,1
2011-02-11,28800,28700,29700,28700,28800,1.114114,0.000456,2.08,-203,1437,52390,19.46,1351.144124,1127.8,12273.26,2827.33,1359.9,85.5,1977.19,1330.83,0.030771659,3
2011-02-14,29700,29200,29700,28950,29700,1.12033,0.000469,2.15,566,918,52380,17.59,1349.135862,1124.1,12268.19,2899.13,1364.6,84.9,2014.59,1364.16,0.001682086,2
2011-02-15,29750,29750,29800,29200,29750,1.119824,0.000463,2.15,626,623,52410,17.79,1339.138733,1122.6,12226.64,2899.24,1373.6,84.3,2010.52,1364.14,-0.018660423,0
2011-02-16,29200,29650,29950,29150,29200,1.127332,0.000469,2.11,513,1232,52450,18.81,1332.896305,1118.3,12288.17,2923.9,1374.7,85,1989.11,1348.82,-0.003430535,1
2011-02-17,29100,29550,29700,28800,29100,1.103243,0.00047,2.1,-494,868,52465,19.12,1338.634181,1115.35,12318.14,2926.96,1384.7,86.3,1977.22,1350.93,0.0102565,2
2011-02-18,29400,29350,29500,29000,29400,1.093553,0.000419,2.12,-519,914,52475,17.76,1333.813468,1111.2,12391.25,2899.79,1388.2,86.2,2013.14,1366.81,-0.020619287,0
2011-02-21,28800,29400,29500,28750,28800,1.083629,0.000428,2.08,-842,365,52450,18.78,1345.959596,1119.3,12391.25,2932.25,1388.2,86.2,2005.3,1355.47,0,1
2011-02-22,28800,28400,28950,28150,28800,1.054835,0.000425,2.08,1258,596,52575,20.33,1353.723084,1125.35,12212.79,2855.52,1400.5,93.8,1969.92,1342.63,-0.042559614,0
2011-02-23,27600,28600,28700,27400,27600,1.06376,0.000448,1.99,-548,1417,52575,20.2,1361.534737,1124.9,12105.78,2862.63,1413.4,97.3,1961.63,1329.57,-0.025689486,0
2011-02-24,26900,27200,27350,26600,26900,1.065139,0.000451,1.94,1267,1545,52610,20.63,1383.025559,1130.9,12068.5,2878.6,1415.2,96.4,1949.88,1318.1,0.040078224,3
2011-02-25,28000,27450,28050,27350,28000,1.070215,0.000476,2.02,357,1445,52610,19.83,1378.804547,1128,12130.45,2878.57,1408.7,97.4,1963.43,1329.07,0.01242252,2
2011-02-28,28350,28000,28400,27900,28350,1.060525,0.000427,2.05,411,1840,52715,20.06,1374.19079,1125.05,12226.34,2905.05,1409.3,97,1939.3,1319.63,-0.028624495,0
2011-03-02,27550,27900,28200,27350,27550,1.063534,0.000442,1.99,-681,817,52670,19.45,1376.957905,1125.25,12066.8,2913.81,1437.2,102.2,1928.24,1310.48,0.032145625,3
2011-03-03,28450,27950,28600,27850,28450,1.070163,0.000453,2.06,-45,688,52600,17.9,1357.732961,1117.55,12258.2,2902.98,1416,101.9,1970.66,1333.47,0.026020549,3
2011-03-04,29200,29000,29550,28800,29200,1.079087,0.000456,2.11,507,1622,52600,16.25,1354.138811,1114.05,12169.88,2942.31,1428.2,104.5,2004.68,1352.5,-0.010327114,1
2011-03-07,28900,29200,29400,28750,28900,1.076606,0.000454,2.09,-284,765,52620,17.91,1360.523114,1118.35,12090.03,2996.21,1434.1,105.5,1980.27,1323.67,-0.008688152,1
2011-03-08,28650,28500,28800,27900,28650,1.087369,0.000451,2.07,-269,590,52550,17.78,1351.286077,1119,12214.38,2999.94,1426.9,105.1,1996.32,1321.44,-0.008764298,1
2011-03-09,28400,28650,28950,28300,28400,1.085982,0.00045,2.05,153,881,52770,17.8,1347.605225,1114.2,12213.09,3002.15,1429.3,104.3,2001.47,1302.17,-0.024956732,0
2011-03-10,27700,28000,28100,27550,27700,1.093188,0.000444,2,-1287,1445,52915,18.59,1355.309148,1124.5,11984.61,2957.14,1412.2,102.7,1981.58,1276.45,0,1
2011-03-11,27700,27200,28050,27150,27700,1.089758,0.000441,2,574,618,52680,19.23,1372.365054,1126.3,12044.4,2933.8,1421.5,101,1955.54,1268.92,0.083092759,3
2011-03-14,30100,29100,30150,28300,30100,1.116677,0.000556,2.17,2083,1641,52735,18.91,1377.07824,1126.45,11993.16,2937.63,1424.6,101.2,1971.23,1298.35,-0.047628049,0
2011-03-15,28700,29700,29800,27450,28700,1.14744,0.000595,2.07,2369,1637,52925,25.92,1403.682194,1136,11855.42,2896.26,1392.6,97.4,1923.92,1262.29,0.017271587,3
2011-03-16,29200,29400,29600,28800,29200,1.145289,0.000589,2.11,680,666,52820,21.49,1406.180194,1133.1,11613.3,2930.8,1396,98.2,1957.97,1281.35,-0.008598505,1
2011-03-17,28950,28400,28950,28200,28950,1.146527,0.000591,2.09,-425,1299,52690,22.05,1439.476692,1133.3,11774.59,2897.3,1404,101.5,1959.03,1269.71,-0.013913268,0
2011-03-18,28550,29050,29200,28550,28550,1.132439,0.000589,2.06,-755,662,52760,20.42,1388.758782,1126.7,11858.52,2906.89,1415.9,101.2,1981.13,1274.41,-0.001752849,1
2011-03-21,28500,28550,28850,28000,28500,1.122846,0.000588,2.06,-1641,641,52695,18.4,1382.610303,1121.85,12036.53,2909.14,1426.2,102.4,2003.42,1283.97,-0.023071121,0
2011-03-22,27850,28750,28950,27800,27850,1.126516,0.0006,2.01,-2167,1090,52710,17.26,1384.368441,1121.2,12018.63,2919.14,1427.5,104.2,2013.66,1267.81,0.042185517,3
2011-03-23,29050,28200,29100,27850,29050,1.122576,0.000617,2.1,941,1449,52725,17.46,1391.554346,1125.35,12086.02,2948.48,1437.9,105.5,2012.18,1282.01,0.001719691,2
2011-03-24,29100,29150,29600,29100,29100,1.116839,0.000617,2.1,1578,1298,52780,16.69,1383.345697,1118.85,12170.56,2946.71,1434.8,105.3,2036.78,1286.2,0.027120306,3
2011-03-25,29900,30100,30150,29600,29900,1.123667,0.000624,2.16,2197,1673,52720,15.56,1369.345495,1110.95,12220.59,2977.81,1426.1,105.3,2054.04,1308.81,0.032897704,3
2011-03-28,30900,29950,30950,29800,30900,1.125956,0.000637,2.23,3525,1742,52700,16,1362.495408,1112.75,12197.88,2984.01,1419.8,104.1,2056.39,1315.92,0.003231021,2
2011-03-29,31000,30800,31350,30700,31000,1.130303,0.00062,2.24,519,1258,52720,16.11,1352.205078,1113,12279.01,2958.08,1416.2,104.4,2072.13,1317.84,0.017586385,3
2011-03-30,31550,31100,31950,31000,31550,1.130563,0.000622,2.28,1240,2407,52685,16.55,1327.270537,1101.9,12350.61,2955.77,1423.8,104.2,2091.38,1332.72,-0.007955491,1
2011-03-31,31300,31700,31900,31000,31300,1.129675,0.000621,2.26,-407,1322,52730,16.57,1323.082489,1097.1,12319.73,2928.11,1438.9,106.7,2106.7,1336.68,0.009539023,2
2011-04-01,31600,31350,31700,30850,31600,1.101423,0.00058,2.28,-128,1342,52840,16.39,1291.706217,1088.65,12376.72,2967.41,1428.1,108,2121.01,1360.03,0.006309169,2
2011-04-04,31800,30850,31800,30550,31800,1.100621,0.000579,2.3,-860,1799,52855,17.54,1295.852699,1087.35,12400.03,2967.41,1432.2,108.6,2115.87,1364.26,0.020234153,3
2011-04-05,32450,32250,32700,32150,32450,1.104249,0.000583,2.34,1286,1389,52800,17.54,1286.7534,1087.95,12393.9,2967.41,1451.8,108,2130.43,1376.14,0.001539646,2
2011-04-06,32500,32700,33000,32350,32500,1.103509,0.000582,2.35,202,1178,52810,18.07,1270.347816,1084.75,12426.75,3001.36,1457.7,108.8,2126.71,1359.71,-0.015504187,0
2011-04-07,32000,32800,32900,31850,32000,1.104367,0.000588,2.31,-427,1111,52780,18.31,1279.06294,1089.25,12409.49,3007.91,1458.5,110.3,2122.14,1348.2,-0.022117805,0
2011-04-08,31300,31800,31850,31150,31300,1.098449,0.00058,2.26,223,1071,52750,18.13,1272.18761,1082.25,12380.05,3030.02,1473.4,112.6,2127.97,1343.92,0.015848192,3
2011-04-11,31800,31500,32150,31500,31800,1.095594,0.000582,2.3,737,762,52675,18.26,1282.098183,1086.45,12381.11,3022.75,1467.4,109.7,2122.39,1350.35,-0.003149609,1
2011-04-12,31700,32000,32600,31600,31700,1.072547,0.000564,2.29,291,1249,52720,19.12,1308.728448,1093.05,12263.58,3021.37,1452.9,106.1,2089.4,1329.31,0.02029734,3
2011-04-13,32350,31700,32400,31600,32350,1.076028,0.000553,2.34,-414,1248,52740,18.64,1294.212219,1086.75,12270.99,3050.4,1454.9,107.1,2121.92,1353.4,0.042366396,3
2011-04-14,33750,32650,33800,32500,33750,1.093642,0.000579,2.44,484,2816,52760,18.35,1307.438116,1088.05,12285.15,3042.64,1471.7,108.3,2141.06,1364.46,0.011782169,2
2011-04-15,34150,33700,34200,33600,34150,1.095386,0.000575,2.47,-769,1489,52760,18.04,1307.207207,1088.25,12341.83,3050.53,1485.3,109.6,2140.5,1363.02,-0.010301784,1
2011-04-18,33800,34000,34450,33500,33800,1.095853,0.000569,2.44,18,525,52790,18.53,1325.619534,1091.25,12201.59,3057.33,1492.3,107.3,2137.72,1351.04,-0.030032287,0
2011-04-19,32800,33400,33750,32750,32800,1.093589,0.000587,2.37,-903,1069,52825,18.35,1315.142338,1085.65,12266.75,2999.04,1494.5,108,2122.68,1366.61,0.044716839,3
2011-04-20,34300,33600,34500,33250,34300,1.112694,0.000615,2.48,1017,1324,52795,17.21,1308.009709,1077.8,12453.54,3007.04,1498.3,111.2,2169.91,1422.08,0.075772558,3
2011-04-21,37000,35300,37200,35100,37000,1.120113,0.000707,2.67,180,4081,52765,17.38,1323.788546,1081.8,12505.99,3026.67,1503.2,112,2198.54,1446.08,-0.010869672,1
2011-04-22,36600,36700,37400,36200,36600,1.123344,0.000711,2.64,-1743,554,52755,16.85,1321.507084,1082.05,12505.99,3010.52,1503.2,112,2197.82,1437.07,-0.004106782,1
2011-04-25,36450,36450,37000,36200,36450,1.118232,0.000687,2.63,-839,308,52635,17.56,1318.763716,1081.65,12479.88,2964.95,1508.6,112.1,2216,1425.99,-0.047761886,0
2011-04-26,34750,36750,37200,34700,34750,1.131978,0.000721,2.51,-4152,2422,52700,18.13,1328.436773,1085.2,12595.37,2938.98,1503,112.2,2206.3,1410.88,-0.024764558,0
2011-04-27,33900,35100,35500,33450,33900,1.12908,0.000732,2.45,-1864,2420,52650,18.44,1306.975054,1079.3,12690.96,2925.41,1516.6,112.8,2206.7,1416.12,0.013187004,2
2011-04-28,34350,34600,35050,34050,34350,1.132678,0.000691,2.48,-109,1600,52670,18.09,1317.490494,1074.15,12763.31,2887.04,1530.8,112.9,2208.35,1400.8,-0.016141216,0
2011-04-29,33800,34200,34300,32850,33800,1.138054,0.000697,2.44,-1353,1743,52805,18.36,1314.313822,1068.8,12810.54,2911.51,1556,113.8,2192.36,1389.28,0.02339288,3
2011-05-02,34600,33600,34600,33600,34600,1.136423,0.000704,2.5,486,378,52810,18.43,1314.241677,1065.85,12807.36,2911.51,1556.7,113.5,2228.96,1423.81,-0.004344685,1
2011-05-03,34450,34450,34700,33700,34450,1.12161,0.000705,2.49,-949,1157,52790,18.71,1325.31536,1071.65,12807.51,2932.19,1540.1,111,2200.73,1423.57,-0.059808554,0
2011-05-04,32450,34150,34200,32450,32450,1.141459,0.000763,2.34,-565,1551,52790,18.73,1335.255456,1076.75,12723.58,2866.02,1514.9,109.2,2180.64,1386.01,0.001539646,2
2011-05-06,32500,31900,32850,31700,32500,1.124426,0.000755,2.35,-99,2257,52790,19.62,1345.691259,1085.3,12638.74,2863.89,1491.2,97.5,2147.45,1370.37,0.024317308,3
2011-05-09,33300,33000,33550,32750,33300,1.144522,0.000751,2.41,-68,2349,52840,20.32,1342.483579,1083.25,12684.68,2872.46,1502.9,102.6,2139.17,1368.88,0.01194044,2
2011-05-11,33700,33700,34200,33600,33700,1.141516,0.000752,2.43,-440,2523,52840,20.08,1325.38215,1075.15,12630.03,2883.42,1501.1,98.6,2166.63,1394.68,0.00148258,2
2011-05-12,33750,33450,34300,33300,33750,1.110252,0.000738,2.44,261,1665,52990,20.84,1343.17366,1085.15,12695.92,2844.08,1506.6,98.8,2122.65,1383.82,0.021978907,3
2011-05-13,34500,34600,34850,34400,34500,1.088211,0.000745,2.49,1323,1038,52900,20.24,1346.277716,1086.85,12595.75,2871.03,1493.4,99.5,2120.08,1410.29,-0.00290276,1
2011-05-16,34400,35000,35200,34100,34400,1.086132,0.000738,2.49,-734,1550,52920,20.37,1350.630876,1091.85,12548.37,2849.07,1490.4,97.3,2104.18,1397.74,-0.038523282,0
2011-05-17,33100,34150,34250,33100,33100,1.049903,0.000764,2.39,-2142,2406,52950,19.84,1336.546727,1088.35,12479.58,2852.77,1479.8,97,2102.41,1382.28,-0.009104767,1
2011-05-18,32800,33100,33350,32500,32800,1.022438,0.000765,2.37,-1985,1114,52940,18.24,1336.712127,1087.95,12560.18,2872.77,1495.6,100,2135.78,1374.44,-0.038854926,0
2011-05-19,31550,32950,33350,31350,31550,1.049956,0.000784,2.28,-789,1034,52980,18.22,1327.284946,1086.25,12605.32,2859.57,1492.2,98.4,2095.51,1338.87,0.020392864,3
2011-05-20,32200,31750,32350,31700,32200,1.042984,0.00079,2.33,-450,1360,52980,17.29,1325.192802,1082.55,12512.04,2858.46,1508.8,99.5,2111.5,1350.11,-0.042829702,0
2011-05-23,30850,31950,32450,30850,30850,1.061612,0.00079,2.23,-548,1531,53035,19.3,1342.298289,1098,12381.26,2774.57,1515.3,97.4,2055.71,1310.77,0.012882626,2
2011-05-24,31250,30800,31450,30550,31250,1.061446,0.000779,2.26,-314,1199,53065,19.25,1331.081081,1093.35,12356.21,2767.06,1523.2,99.4,2061.76,1304.14,-0.040821995,0
2011-05-25,30000,31350,31600,29800,30000,1.101278,0.000784,2.17,-14,985,53100,19.87,1343.574738,1102,12394.66,2741.74,1526.6,101.1,2035.87,1287.09,0.036010438,3
2011-05-26,31100,30500,31250,30350,31100,1.095839,0.000802,2.25,188,668,53110,19.08,1339.623801,1089.65,12402.76,2736.53,1522.8,100.2,2091.91,1317.62,0.006410278,2
2011-05-27,31300,31200,31600,30900,31300,1.081519,0.000787,2.26,28,582,53080,18.13,1336.358025,1082.45,12441.58,2709.95,1536.3,100.6,2100.24,1327.06,-0.059227834,0
2011-05-30,29500,31400,31500,29200,29500,1.095271,0.000829,2.13,-3970,2358,53110,19.42,1335.331932,1080.15,12441.58,2706.36,1536.3,100.6,2093.79,1292.97,0.020134908,3
2011-05-31,30100,29200,30100,29050,30100,1.106222,0.000825,2.17,-3284,1999,53115,18.56,1329.208226,1079.45,12569.79,2743.47,1535.9,102.6,2142.47,1310.62,-0.058136027,0
2011-06-01,28400,30100,30100,28150,28400,1.105356,0.000877,2.05,-5280,2055,53115,17.97,1332.77654,1077.15,12290.14,2743.57,1542.4,100.3,2141.34,1304.97,-0.03038661,0
2011-06-02,27550,27650,28250,27300,27550,1.115163,0.000891,1.99,-1602,2694,53160,18.93,1333.230275,1078.05,12248.55,2705.18,1532,100.4,2114.2,1269.35,0.003623192,2
2011-06-03,27650,27850,28100,27150,27650,1.122442,0.00089,2,-41,1449,53160,18.75,1339.066187,1078.35,12151.26,2728.02,1541.7,100.3,2113.47,1259.6,0.03378099,3
2011-06-07,28600,27300,28800,27300,28600,1.128227,0.000898,2.07,-28,2342,53225,19.72,1348.454636,1082,12070.81,2744.3,1543.3,99.2,2099.71,1269.06,0.010434877,2
2011-06-08,28900,28900,29350,28600,28900,1.125619,0.0009,2.09,-1958,4723,53230,20.66,1352.10915,1080.2,12048.94,2750.29,1538.1,100.8,2083.35,1260.74,-0.006944472,1
2011-06-09,28700,29200,29250,28350,28700,1.118666,0.000777,2.07,-1736,2310,53285,19.85,1351.091703,1082.9,12124.36,2703.35,1542.1,101.9,2071.42,1255.23,-0.072233557,0
2011-06-10,26700,28600,28700,26350,26700,1.150235,0.000821,1.93,-3035,3232,53085,19.36,1353.319191,1084.55,11951.91,2705.14,1528.6,99.3,2046.67,1218.73,-0.01319529,0
2011-06-13,26350,26600,27150,25900,26350,1.162596,0.000818,1.9,-624,1596,52495,19.59,1354.603293,1085.85,11952.97,2700.38,1515,97.3,2048.74,1216.23,0.011320876,2
2011-06-14,26650,26250,26800,26200,26650,1.161079,0.00082,1.93,326,936,52525,18.81,1345.283957,1082.55,12076.11,2730.04,1523.8,99.3,2076.83,1220.75,0.011194147,2
2011-06-15,26950,26850,27650,26800,26950,1.164679,0.000819,1.95,-191,967,52490,18.82,1343.482575,1083.25,11897.27,2705.43,1525.6,94.9,2086.53,1221.22,-0.026317308,0
2011-06-16,26250,26650,26850,26200,26250,1.168333,0.00083,1.9,-250,602,52620,19.91,1350.768468,1089.8,11961.52,2664.28,1529.3,94.8,2046.63,1202.93,-0.062889089,0
2011-06-17,24650,26400,26450,24100,24650,1.186002,0.000881,1.78,-2999,4194,52580,21.32,1355.573586,1085.95,12004.36,2642.82,1538.6,93,2031.93,1171.39,0.022067094,3
2011-06-20,25200,24800,25600,24400,25200,1.176839,0.000858,1.82,375,2056,52570,21.67,1354.008228,1086.05,12080.38,2621.25,1541.5,93.4,2019.65,1167.48,0.027398974,3
2011-06-21,25900,25550,26200,24950,25900,1.19464,0.000872,1.87,406,724,52595,20.36,1346.710773,1078.85,12190.01,2646.48,1546,93.3,2048.17,1190.35,0.007692346,2
2011-06-22,26100,26600,27150,26100,26100,1.186767,0.000859,1.89,1301,1504,52615,19.7,1341.30652,1073.85,12109.67,2649.32,1552.9,95,2063.9,1200.08,0.009532961,2
2011-06-23,26350,26200,26750,26100,26350,1.183429,0.00084,1.9,481,546,52630,19.95,1337.992297,1076.95,12050,2688.25,1520.1,91.3,2055.86,1198.06,0.057158414,3
2011-06-24,27900,26400,27900,26350,27900,1.214149,0.000901,2.02,1718,1943,52590,18.92,1340.688712,1078.45,11934.58,2746.21,1500.5,91,2090.81,1230.97,-0.043963123,0
2011-06-27,26700,27350,27400,26550,26700,1.223387,0.000923,1.93,-501,708,52595,20.65,1342.254914,1085.75,12043.56,2758.23,1496,90.6,2070.29,1211.75,-0.044026249,0
2011-06-28,25550,26700,26750,25400,25550,1.231196,0.00095,1.85,-904,1237,52590,21.11,1341.277702,1083.35,12188.69,2759.2,1499.7,92.8,2062.91,1197.91,0,1
2011-06-29,25550,25750,26100,24900,25550,1.219778,0.000947,1.85,-3201,1209,52520,20.65,1331.663575,1076.65,12261.42,2728.48,1509.9,94.8,2094.42,1202.25,-0.019763489,0
2011-06-30,25050,25250,25550,24900,25050,1.213552,0.00095,1.81,-1490,985,52500,19.24,1322.189203,1067.8,12414.34,2762.08,1502.3,95.2,2100.69,1197.77,0.063789738,3
2011-07-01,26700,25600,26750,25500,26700,1.249288,0.00102,1.93,1242,1355,52495,17.65,1318.743818,1066.6,12582.77,2759.36,1482.3,94.8,2125.74,1231.76,0.009319732,2
2011-07-04,26950,27300,27700,26650,26950,1.250272,0.001022,1.95,-286,2067,52480,17.66,1315.994557,1063.85,12582.77,2812.82,1482.3,94.8,2145.3,1250.5,0.038221213,3
2011-07-05,28000,27400,28150,27200,28000,1.260363,0.001048,2.02,870,2334,52485,17.12,1315.955084,1066.45,12569.87,2816.36,1512.3,96.9,2161.75,1270.82,-0.055059777,0
2011-07-06,26500,27700,27900,25800,26500,1.243688,0.001086,1.91,-2112,2332,52515,17.14,1314.972799,1063.55,12626.02,2810.48,1528.7,96.6,2171.19,1256.55,-0.003780723,1
2011-07-07,26400,27100,27200,26350,26400,1.236685,0.00108,1.91,-1762,1092,52500,17.25,1310.206846,1064.15,12719.49,2794.27,1530.2,98.6,2180.59,1245.84,0.007547206,2
2011-07-08,26600,26900,27350,26550,26600,1.240979,0.001082,1.92,-448,1480,52490,17.41,1309.804165,1056.75,12657.2,2797.77,1541.2,96.2,2180.35,1247.93,-0.005655057,1
2011-07-11,26450,26650,26850,26400,26450,1.238586,0.001073,1.91,-281,947,52490,18.38,1315.547264,1057.7,12505.76,2802.69,1548.8,95.1,2157.16,1233.09,-0.042477428,0
2011-07-12,25350,25850,26150,25300,25350,1.252364,0.001061,1.83,-1737,824,52620,20.31,1341.784097,1066.45,12446.88,2754.58,1561.9,97.2,2109.73,1200.39,-0.04230238,0
2011-07-13,24300,25250,25250,24050,24300,1.231889,0.001078,1.76,-4458,1634,52680,19.97,1341.343114,1060.6,12491.61,2795.48,1585.2,97.9,2129.64,1191.21,-0.025001302,0
2011-07-14,23700,24500,24750,23400,23700,1.222189,0.001084,1.71,-3835,1099,52665,20.12,1336.721808,1058.55,12437.12,2810.44,1589,95.7,2130.07,1183.2,0.012578782,2
2011-07-15,24000,23600,24400,23600,24000,1.21987,0.001079,1.73,-525,567,52675,20.53,1337.991653,1057.95,12479.73,2820.17,1589.8,97.3,2145.2,1195.44,-0.044735894,0
2011-07-18,22950,23650,23850,22900,22950,1.211341,0.00106,1.66,-2509,1146,52770,21.16,1341.380182,1061.3,12385.16,2816.69,1602.1,96,2130.48,1179.24,0.017279048,3
2011-07-19,23350,22950,23750,22950,23350,1.213374,0.000949,1.69,-413,425,52730,21,1343.112407,1059.85,12587.42,2796.98,1600.9,97.7,2130.21,1197.9,0.035755649,3
2011-07-20,24200,24200,24400,23900,24200,1.224074,0.000979,1.75,2591,674,52710,19.6,1340.49702,1057.25,12571.91,2794.21,1596.7,98.2,2154.95,1232.51,-0.022989518,0
2011-07-21,23650,24500,24700,23500,23650,1.232996,0.000984,1.71,-653,598,52645,19.47,1342.691622,1054.55,12724.41,2765.89,1586.8,99.1,2145.04,1227.1,0.004219416,2
2011-07-22,23750,24000,24100,23550,23750,1.215664,0.000958,1.72,-243,566,52600,17.9,1342.669389,1052.25,12681.16,2770.79,1601.3,99.7,2171.23,1224.68,0.006295928,2
2011-07-25,23900,23650,24300,23500,23900,1.199743,0.000955,1.73,1309,597,52650,19.78,1350.658484,1056.35,12592.8,2688.75,1612,99.1,2150.48,1211.57,0.024794659,3
2011-07-26,24500,24150,24550,23750,24500,1.199427,0.000964,1.77,786,1088,52570,19.4,1348.007177,1051.85,12501.3,2703.03,1616.6,99.6,2168.7,1221.11,-0.028987537,0
2011-07-27,23800,24300,24350,23650,23800,1.19603,0.000972,1.72,-1451,728,52545,19.19,1347.254298,1050.05,12302.55,2723.49,1615.1,97.4,2174.31,1217.47,-0.01055976,1
2011-07-28,23550,23150,23750,23100,23550,1.197756,0.000958,1.7,-1194,669,52615,19.9,1351.169065,1051.75,12240.11,2708.78,1613.4,97.3,2155.85,1200.47,0.029290797,3
2011-07-29,24250,23900,24700,23850,24250,1.173425,0.000978,1.75,6076,1458,52595,21,1364.560404,1053.85,12143.24,2701.73,1628.3,95.8,2133.21,1197.76,0.052220699,3
2011-08-01,25550,24700,25600,24400,25550,1.202744,0.000987,1.85,2019,1469,52570,19.31,1369.661747,1048.75,12132.49,2703.78,1619,95.1,2172.31,1230.04,-0.003921574,1
2011-08-02,25450,25100,25950,24900,25450,1.206477,0.000986,1.84,1892,716,52555,21.44,1362.522686,1051.05,11866.62,2679.26,1641.9,93.8,2121.27,1205.07,-0.046239393,0
2011-08-03,24300,25000,25050,24200,24300,1.220184,0.001,1.76,710,659,52665,21.72,1379.747659,1060.75,11896.44,2678.49,1663.4,91.8,2066.26,1170.93,-0.00826451,1
