dates,adjusted,open,high,low,close,betaYearDay,sigmaDay60,pbr,institutional,foreigners,kodexGBond3Year,vkospi200,wonPerYen,wonPerDollar,dowjones,shanghai,goldFuture,wtiNY,kospi,kospi200IT,logreturn,lrClass
2014-06-19,50700,49850,50700,49700,50700,1.072644,0.000282,2.76,-204,2022,54125,10.95,1000.491014,1018.8,16921.46,2023.73,1313.7,106.5,1992.03,1647.79,-0.025975486,0
2014-06-20,49400,50900,50900,49100,49400,1.075456,0.000268,2.68,96,4977,54145,11.48,1001.126567,1021.95,16947.08,2026.67,1316.2,107.4,1968.07,1625.94,-0.010173028,1
2014-06-23,48900,49250,49700,48250,48900,1.079005,0.000265,2.66,219,1263,54155,11.01,999.5093229,1018.5,16937.26,2024.37,1318,106.5,1974.92,1643.39,0.028227681,3
2014-06-24,50300,49000,50300,48950,50300,1.068193,0.000269,2.73,229,1883,54170,10.77,997.2581277,1018.4,16818.13,2033.93,1320.9,106.3,1994.35,1669.03,-0.009990093,1
2014-06-25,49800,50200,50900,49600,49800,1.071389,0.000268,2.71,44,1022,54160,10.95,1002.358491,1020,16867.51,2025.5,1322.2,106.9,1981.77,1649.74,-0.021309787,0
2014-06-26,48750,50300,50600,48050,48750,1.055048,0.00027,2.65,342,1125,54115,10.86,1000.590726,1016.3,16846.13,2038.68,1316.1,105.7,1995.05,1654.8,-0.025975486,0
2014-06-27,47500,48350,48500,47500,47500,1.105976,0.000277,2.58,-318,1128,54215,11.08,999.6054838,1013.5,16851.84,2036.51,1319,105.7,1988.51,1634,0.021864484,3
2014-06-30,48550,47900,48750,47850,48550,1.114224,0.000264,2.64,-180,1686,54195,11.48,998.914438,1012.2,16826.6,2048.33,1321.8,105.4,2002.21,1649.12,-0.002061856,1
2014-07-01,48450,49450,49450,48400,48450,1.119738,0.000256,2.63,-294,1128,54210,11.25,996.0110312,1011.25,16956.07,2050.38,1326.4,105.3,1999,1651.32,0.039458837,3
2014-07-02,50400,49150,50500,49000,50400,1.133417,0.000277,2.74,-306,2577,54310,10.98,991.6478333,1009.2,16976.24,2059.42,1330.7,104.4,2015.28,1679.5,0.009871748,2
2014-07-03,50900,50700,51000,50200,50900,1.152305,0.000271,2.77,-154,1680,54365,10.85,987.3789257,1009.2,17068.26,2063.23,1320.4,103.9,2010.97,1675.67,-0.009871748,1
2014-07-04,50400,51000,51000,49550,50400,1.160529,0.000272,2.74,-2,714,54355,10.66,989.3200078,1009.7,17068.26,2059.38,1320.7,103.9,2009.66,1664.89,0.023530497,3
2014-07-07,51600,50400,51700,49900,51600,1.151771,0.000275,2.8,57,1059,54355,10.78,992.9307806,1011.3,17024.21,2059.93,1316.5,103.6,2005.12,1670.51,0.005797118,2
2014-07-08,51900,51300,52000,51100,51900,1.14131,0.000273,2.82,-283,1191,54325,10.61,996.2587378,1011.9,16906.62,2064.02,1316,103.5,2006.66,1679.5,-0.042308327,0
2014-07-09,49750,51500,51500,49600,49750,1.147816,0.000303,2.7,138,1568,54340,10.99,995.8706125,1012.9,16985.61,2038.61,1323.8,102.3,2000.5,1645.6,-0.009086383,1
2014-07-10,49300,49750,50300,49300,49300,1.137738,0.000306,2.68,-546,1450,54390,11.1,1000.839506,1013.35,16915.07,2038.34,1338.7,103,2002.84,1640.47,-0.007124712,1
2014-07-11,48950,48950,49250,48350,48950,1.145899,0.0003,2.66,-215,1066,54405,11.3,1006.21731,1019.6,16943.81,2046.96,1337,100.8,1988.74,1621.95,0.008138397,2
2014-07-14,49350,49250,50200,49100,49350,1.149016,0.000299,2.68,-122,1163,54420,10.93,1003.346786,1019.3,17055.42,2066.65,1306.3,101,1993.88,1637.07,0.008072698,2
2014-07-15,49750,50300,50400,49550,49750,1.146512,0.000298,2.7,-58,936,54385,10.39,1011.616013,1028.51,17060.68,2070.36,1296.9,99.9,2012.72,1657.64,0.024815169,3
2014-07-16,51000,50000,51000,49900,51000,1.148133,0.000305,2.77,358,735,54430,10.47,1015.248401,1032,17138.2,2067.28,1299.6,101.3,2013.48,1654.65,0.009756175,2
2014-07-17,51500,51600,52400,51300,51500,1.159456,0.000304,2.8,443,1619,54550,10.47,1013.690535,1029.2,16976.81,2055.59,1316.7,103.2,2020.9,1660.5,-0.013685453,0
2014-07-18,50800,50200,51100,49900,50800,1.177389,0.000299,2.76,-59,792,54545,10.76,1016.031965,1029.85,17100.18,2059.07,1309.2,103.1,2019.42,1658.34,-0.005923018,1
2014-07-21,50500,51300,51700,50300,50500,1.1716,0.000301,2.74,-95,683,54510,10.95,1013.71891,1027.1,17051.73,2054.48,1313.7,104.8,2018.5,1645.41,0.009852296,2
2014-07-22,51000,50100,51000,49650,51000,1.181512,0.000301,2.77,-19,988,54520,10.82,1007.434761,1023.05,17113.54,2075.48,1306.1,104.2,2028.93,1661.66,-0.030863575,0
2014-07-23,49450,50900,51000,49400,49450,1.195192,0.000314,2.69,-167,862,54610,10.86,1009.164367,1024.1,17086.63,2078.49,1304.5,105.1,2028.32,1633.68,-0.039180269,0
2014-07-24,47550,49650,49700,47450,47550,1.19737,0.000343,2.58,-305,1823,54565,10.85,1011.04891,1029.45,17083.8,2105.06,1290.6,103.8,2026.62,1627.24,-0.001052078,1
2014-07-25,47500,47800,48300,47200,47500,1.195279,0.000342,2.58,-652,1350,54575,10.88,1007.412862,1026.05,16960.57,2126.61,1303.1,104,2033.85,1625.71,-0.020202707,0
2014-07-28,46550,47450,47950,46400,46550,1.175238,0.000349,2.53,-40,1316,54580,11.69,1008.498723,1026.45,16982.59,2177.95,1303.3,101.8,2048.81,1613.15,-0.047287534,0
2014-07-29,44400,45200,45700,44400,44400,1.122322,0.00038,2.41,395,2361,54570,12.18,1005.28945,1026.3,16912.11,2183.19,1298.3,101,2061.97,1592.93,0.051574786,3
2014-07-30,46750,45000,46750,45000,46750,1.165669,0.000422,2.54,46,2708,54550,13.49,996.644948,1024.85,16880.36,2181.24,1294.9,100.2,2082.61,1630.92,-0.028201435,0
2014-07-31,45450,46050,46500,45100,45450,1.174935,0.000435,2.47,-223,2182,54540,12.69,1003.862619,1031.77,16563.3,2201.56,1281.3,98.1,2076.12,1608.98,0.01852914,3
2014-08-01,46300,44100,46400,44000,46300,1.171381,0.000438,2.52,1171,1866,54540,13.08,1007.27397,1031.65,16493.37,2185.3,1293.6,97.8,2073.1,1608.93,0.032929157,3
2014-08-04,47850,46400,47900,46350,47850,1.179839,0.000451,2.6,97,1205,54535,13.19,1012.834277,1037.75,16569.28,2223.33,1287.7,98.5,2080.42,1637.67,-0.011560822,1
2014-08-05,47300,48250,48300,46500,47300,1.183765,0.000453,2.57,40,874,54520,12.42,1004.325428,1033.25,16429.47,2219.95,1284,97.4,2066.26,1622.98,-0.04099819,0
2014-08-06,45400,46750,46800,45050,45400,1.199665,0.000483,2.47,-593,10477,54565,12.09,1010.111372,1033.95,16443.34,2217.47,1306.7,97,2060.73,1606.35,-0.004415018,1
2014-08-07,45200,45700,46100,44650,45200,1.17057,0.000483,2.46,-258,1638,54580,11.54,1013.747554,1036.05,16368.27,2187.67,1310.8,97.5,2054.51,1593.9,-0.022372298,0
2014-08-08,44200,44500,45000,43500,44200,1.187322,0.000491,2.4,90,2401,54635,12.9,1018.071106,1036.6,16553.93,2194.42,1308.9,97.7,2031.1,1579.69,0.017937701,3
2014-08-11,45000,44900,45550,44500,45000,1.194776,0.000495,2.45,85,1261,54630,12.39,1009.224442,1030.62,16569.98,2224.65,1308.5,98.1,2039.37,1586.04,-0.039665256,0
2014-08-12,43250,45000,45150,43050,43250,1.190523,0.000522,2.35,78,1825,54620,12.51,1004.794051,1027,16560.54,2221.59,1308.8,97.4,2041.47,1576.53,0.014917087,3
2014-08-13,43900,43600,44450,43500,43900,1.151163,0.000507,2.39,160,1845,54630,12.92,1006.398359,1030.25,16651.8,2222.88,1312.8,97.6,2062.36,1594.78,-0.008004617,1
2014-08-14,43550,44500,44800,43200,43550,1.13966,0.000497,2.37,-99,1516,54590,12.57,996.87683,1021.4,16713.58,2206.47,1313.9,95.6,2063.22,1590.13,0.006865016,2
2014-08-18,43850,44400,44400,43650,43850,1.130944,0.000497,2.38,-87,1582,54590,12.27,992.1029541,1017.6,16838.74,2239.47,1297.7,96.5,2053.13,1589.41,-0.001140901,1
2014-08-19,43800,44250,44550,43800,43800,1.119857,0.000495,2.38,56,1498,54550,11.47,990.3191282,1017.85,16919.59,2245.33,1295.1,94.6,2071.14,1598.31,0.034776359,3
2014-08-20,45350,44150,45350,44100,45350,1.143183,0.000515,2.46,567,1540,54555,11.45,990.6564679,1023.15,16979.13,2240.21,1293.4,96.2,2072.78,1611.37,0.010965022,2
2014-08-21,45850,45800,46350,45400,45850,1.108583,0.000517,2.49,496,2067,54535,12.05,987.033645,1023.85,17039.49,2230.46,1273.7,95.2,2044.21,1591.65,0.00217865,2
2014-08-22,45950,46700,46750,45350,45950,1.108906,0.000516,2.5,217,1195,54560,11.3,980.0787628,1020.36,17001.22,2240.81,1278.6,94.7,2056.7,1592.88,0.02578016,3
2014-08-25,47150,45850,47300,45700,47150,1.110609,0.000525,2.56,218,1600,54600,11.53,981.2427857,1020.1,17076.87,2229.27,1277.3,94.2,2060.89,1598.29,-0.009589844,1
2014-08-26,46700,47150,47300,46550,46700,1.121889,0.000527,2.54,-140,985,54625,10.99,977.7820525,1016.6,17106.7,2207.11,1283.8,93.9,2068.05,1594.34,-0.029333988,0
2014-08-27,45350,46700,47000,45150,45350,1.109649,0.000521,2.46,-634,1205,54655,10.84,975.9934571,1014.35,17122.01,2209.47,1281.9,93.9,2074.93,1592.62,0.00549754,2
2014-08-28,45600,45600,45650,44400,45600,1.108539,0.000519,2.48,-72,1823,54655,10.79,977.8859125,1014.85,17079.57,2195.82,1288.7,94.6,2075.76,1590.38,-0.004395611,1
2014-08-29,45400,45100,45700,45000,45400,1.138737,0.00052,2.47,-261,1461,54695,10.86,976.1285976,1014.1,17098.45,2217.2,1285.8,96,2068.54,1588.63,-0.020022916,0
2014-09-01,44500,45700,45800,44500,44500,1.124427,0.000499,2.42,-394,461,54695,11.19,972.0303205,1013.05,17098.45,2235.51,1286.4,96,2067.86,1582.63,-0.010163837,1
2014-09-02,44050,44700,44950,43850,44050,1.126996,0.0005,2.39,-425,698,54680,11.25,969.2168617,1018.55,17067.56,2266.05,1263.7,93,2051.58,1566.77,-0.052429013,0
2014-09-03,41800,43450,43750,41700,41800,1.130109,0.000528,2.27,-2405,2085,54670,11.17,972.1269297,1020.15,17078.28,2288.63,1268.9,95.5,2051.2,1533.89,0.005963047,2
2014-09-04,42050,42450,42850,41950,42050,1.130879,0.000529,2.29,-292,1677,54660,11.24,968.8540181,1018.75,17069.58,2306.86,1265.1,94.5,2056.26,1540.79,0.026981109,3
2014-09-05,43200,42600,43300,42500,43200,1.148877,0.000541,2.35,0,1742,54705,11.65,976.7874166,1024.65,17137.36,2326.43,1265.8,93.4,2049.41,1537.51,0.014934224,3
2014-09-11,43850,45700,45700,43850,43850,1.101691,0.000545,2.38,-584,3735,54740,11.99,970.3294646,1036.7,17049,2311.68,1237.4,92.9,2034.16,1533.38,0.01471447,3
2014-09-12,44500,44200,44550,44050,44500,1.105079,0.000535,2.42,69,720,54600,11.17,964.5485885,1035.25,16987.51,2331.95,1229.9,92.3,2041.86,1540.48,-0.038951087,0
2014-09-15,42800,44300,44400,42800,42800,1.120443,0.000549,2.33,-167,732,54625,11.93,968.7937308,1038.45,17031.14,2339.14,1233.6,92.6,2035.82,1524.1,0.016222836,3
2014-09-16,43500,42300,43600,42300,43500,1.109168,0.000554,2.36,11,1212,54725,12.05,967.1021932,1036.25,17131.97,2296.56,1235.2,94.9,2042.92,1540.91,0.013698844,2
2014-09-17,44100,43850,44450,43650,44100,1.118679,0.000536,2.4,327,1531,54700,12.15,964.9431712,1035.77,17156.85,2307.89,1234.4,94.4,2062.61,1562.57,-0.027587957,0
2014-09-18,42900,43800,44100,42800,42900,1.134431,0.000537,2.33,-261,613,54730,12.2,962.0020241,1045.6,17265.99,2315.93,1225.7,93.1,2047.74,1564.42,0.025317808,3
2014-09-19,44000,43400,44200,43200,44000,1.140568,0.000549,2.39,530,1311,54705,11.65,955.1040998,1041.35,17279.74,2329.45,1215.3,92.5,2053.82,1572.18,-0.017192401,0
2014-09-22,43250,43550,43700,42850,43250,1.148386,0.000537,2.35,25,364,54725,12.34,958.1053791,1043.76,17172.68,2289.87,1216.8,91.7,2039.27,1557.25,-0.017493157,0
2014-09-23,42500,42900,43550,42500,42500,1.15444,0.00054,2.31,341,649,54770,12.14,956.2373691,1040.96,17055.87,2309.72,1221,92,2028.91,1563.21,0.039220713,3
2014-09-24,44200,42550,44400,42500,44200,1.165763,0.000563,2.4,1527,1236,54805,12.13,956.0058818,1040.23,17210.06,2343.57,1218.6,93.5,2035.64,1570.1,0.00900907,2
2014-09-25,44600,44400,45450,44350,44600,1.155109,0.000554,2.42,740,1542,54845,12.15,960.6002025,1043.5,16945.8,2345.1,1221.2,93.4,2034.11,1566.32,0.022173857,3
2014-09-26,45600,44500,45800,44300,45600,1.146034,0.000555,2.48,582,1347,54860,12.3,959.9322282,1048.15,17113.15,2347.72,1214.1,93.6,2031.64,1590.4,0.033426293,3
2014-09-29,47150,46500,47450,46350,47150,1.137864,0.000574,2.56,1278,1668,54815,12.62,965.2313037,1055.77,17071.22,2357.71,1217.5,94.6,2026.6,1597.83,-0.008519753,1
2014-09-30,46750,46900,47300,46250,46750,1.142595,0.000548,2.54,591,1006,54880,12.69,964.0087583,1056.65,17042.9,2363.87,1210.5,91.2,2020.09,1571.15,-0.007514797,1
2014-10-01,46400,46750,47200,46000,46400,1.134156,0.000546,2.52,177,1160,54995,13.16,970.3943765,1062.97,16804.71,2363.87,1214.6,90.8,1991.54,1546.79,0.014973542,3
2014-10-02,47100,46000,47300,45700,47100,1.115933,0.000549,2.56,297,1564,55020,14.25,978.5194063,1061.4,16801.05,2363.87,1214.2,91.2,1976.16,1542.25,-0.052299499,0
2014-10-06,44700,47850,47850,43250,44700,1.13998,0.00058,2.43,569,2046,54980,13.21,979.4702594,1068.7,16991.91,2363.87,1206.7,90.4,1968.39,1514.44,0,1
2014-10-07,44700,44500,45350,42950,44700,1.140747,0.000579,2.43,657,1708,54985,12.98,985.3620244,1066.95,16719.39,2363.87,1211.7,88.8,1972.91,1520.39,-0.012380575,1
2014-10-08,44150,44500,44850,43600,44150,1.148982,0.000554,2.4,158,656,54975,13.37,992.3353957,1074.6,16994.22,2382.79,1205.3,87.5,1965.25,1519.55,-0.045172706,0
2014-10-10,42200,42050,42950,41850,42200,1.188745,0.000583,2.29,220,1410,55035,15.35,993.1085587,1072.16,16544.1,2374.54,1221,85.9,1940.92,1474.35,-0.011919092,1
2014-10-13,41700,40350,42150,40300,41700,1.219091,0.000584,2.27,843,1148,55025,15.74,994.7800149,1067.2,16321.07,2366.01,1229.3,85.7,1927.21,1466.42,0.037651506,3
2014-10-14,43300,41750,43450,41550,43300,1.222197,0.00061,2.35,448,1312,55000,16.38,994.2099365,1064.6,16315.19,2359.48,1233.6,81.8,1929.25,1483.06,0.002306806,2
2014-10-15,43400,43200,44000,43000,43400,1.22542,0.000609,2.36,393,1037,54985,15.71,999.48167,1060.55,16141.74,2373.67,1244.1,81.7,1925.91,1488.59,0.038422805,3
2014-10-16,45100,43500,45200,43450,45100,1.210892,0.000624,2.45,509,1953,55000,17.07,999.5948365,1060.87,16117.24,2356.5,1240.5,82.8,1918.83,1487.67,-0.022422464,0
2014-10-17,44100,45000,45750,43650,44100,1.220212,0.000629,2.4,637,824,55025,18.65,996.9998125,1063.4,16380.41,2341.18,1238.3,83,1900.66,1461.23,0.017978012,3
2014-10-20,44900,44100,45050,43550,44900,1.207687,0.000633,2.44,339,553,55015,16.17,989.8045085,1058.2,16399.67,2356.73,1244,82.8,1930.06,1498.78,0.007764875,2
2014-10-21,45250,45050,46000,44650,45250,1.197374,0.000635,2.46,592,675,55030,15.99,988.569287,1055.1,16614.81,2339.66,1251,83.1,1915.28,1493.85,0.022939291,3
2014-10-22,46300,46250,46700,45900,46300,1.214232,0.000643,2.52,1023,581,55005,14.89,982.8792685,1053.45,16461.32,2326.55,1244.8,81,1936.97,1519.01,-0.017429635,0
2014-10-23,45500,46300,46800,45500,45500,1.224851,0.000633,2.47,203,354,55110,14.55,979.2822789,1058.8,16677.9,2302.42,1228.5,82.2,1931.65,1508.08,-0.004405293,1
2014-10-24,45300,46450,46500,45050,45300,1.220032,0.000609,2.46,-40,783,55110,14.7,977.0326519,1056.27,16805.41,2302.28,1231.2,81.4,1925.69,1502.77,-0.015573173,0
2014-10-27,44600,45800,45900,44400,44600,1.20742,0.000613,2.42,-210,757,55115,14.32,976.8888064,1052.5,16817.94,2290.44,1229.1,80.9,1931.97,1487.57,0.030907537,3
2014-10-28,46000,45150,46100,45000,46000,1.193684,0.000623,2.5,88,1920,55135,14.01,970.6296296,1048.28,17005.75,2337.87,1229.2,81.4,1925.68,1506.67,0.021506205,3
2014-10-29,47000,46350,47000,45800,47000,1.197076,0.000594,2.55,-131,1446,55135,13.51,967.049241,1044.8,16974.31,2373.03,1224.3,82.2,1961.17,1527.7,0.004246291,2
2014-10-30,47200,47300,47450,46400,47200,1.18852,0.000549,2.57,-208,1791,55125,13.41,968.1788961,1054.25,17195.42,2391.08,1198.1,81.1,1958.93,1524.48,0.005282632,2
2014-10-31,47450,47550,47550,46900,47450,1.17159,0.000536,2.58,-240,1794,55300,13.99,955.7048772,1073.83,17390.52,2420.18,1171.1,80.7,1964.43,1545.41,0.01256561,2
2014-11-03,48050,48000,48250,47600,48050,1.146595,0.000533,2.61,220,1442,55315,14.45,946.8804921,1077.55,17366.24,2430.03,1169.4,79.8,1952.97,1541.7,-0.01256561,1
2014-11-04,47450,48300,48300,47000,47450,1.150067,0.000518,2.58,110,758,55355,14.86,948.4168865,1078.35,17383.84,2430.68,1167.4,77.2,1935.19,1540.07,-0.005282632,1
2014-11-05,47200,47850,47950,46900,47200,1.145363,0.000516,2.57,124,610,55375,14.44,951.2280091,1092.2,17484.53,2419.25,1145.4,78.8,1931.43,1530.85,0.015764909,3
2014-11-06,47950,47750,48200,47550,47950,1.148296,0.000492,2.61,-168,997,55390,14.35,947.4625044,1086.55,17554.47,2425.86,1142.3,78,1936.48,1534.56,-0.011536573,1
2014-11-07,47400,47950,47950,47000,47400,1.145017,0.000494,2.58,-206,588,55395,14.29,948.7694187,1087.1,17573.93,2418.17,1169.6,78.7,1939.87,1536.54,0.00315956,2
2014-11-10,47550,47500,48100,47450,47550,1.141711,0.000485,2.58,-175,841,55365,13.98,951.1392405,1089.53,17613.74,2473.67,1159.6,77.4,1958.23,1559.85,0.001050972,2
2014-11-11,47600,48000,48000,47200,47600,1.133208,0.00048,2.59,-479,1010,55260,13.73,947.6536168,1096.53,17614.9,2469.67,1162.8,77.7,1963,1556.95,0.010449416,2
2014-11-12,48100,47900,48300,47300,48100,1.132766,0.000454,2.61,34,1014,55215,13.73,948.5377072,1093,17612.2,2494.48,1158.9,77,1967.27,1568.04,0,1
2014-11-13,48100,48350,48350,47600,48100,1.137982,0.000451,2.61,-283,1009,55165,14.23,945.3468258,1093.01,17652.79,2485.61,1161.1,74.2,1960.51,1560.67,0.022611446,3
2014-11-14,49200,48500,49200,47900,49200,1.110718,0.000457,2.67,-38,1957,55210,13.55,946.8358772,1104.2,17634.74,2478.82,1185,76,1945.14,1555.44,-0.069428506,0
2014-11-17,45900,49200,49350,45700,45900,1.075374,0.000535,2.49,-705,1278,55245,13.57,943.4129165,1098.51,17647.75,2474.01,1183,75.7,1943.63,1532.2,0.010834342,2
2014-11-18,46400,46500,47150,46000,46400,1.071664,0.000537,2.52,-152,1357,55265,13.01,941.1285482,1097.45,17687.82,2456.37,1196.7,74.5,1967.01,1551.46,0.01603455,3
2014-11-19,47150,47400,47500,46900,47150,1.095039,0.000521,2.56,-282,1056,55265,13,945.1802108,1111.91,17685.73,2450.99,1193.6,74.6,1966.87,1560.27,0.002118645,2
2014-11-20,47250,47000,47350,46700,47250,1.076457,0.000519,2.57,58,585,55325,12.89,941.7761207,1111.39,17719,2452.66,1190.7,75.7,1958.04,1561.38,-0.017076189,0
2014-11-21,46450,47450,47500,46000,46450,1.064303,0.000524,2.52,-294,731,55320,12.63,943.5388012,1111.3,17810.06,2486.79,1197.5,76.5,1964.84,1561.76,0.013896536,2
2014-11-24,47100,47250,47300,46800,47100,1.06618,0.000516,2.56,-31,757,55360,12.32,944.1497001,1117.59,17817.9,2532.88,1195.5,75.9,1978.54,1559.53,0.029290797,3
2014-11-25,48500,48400,48800,47800,48500,1.058792,0.000529,2.64,-6,1663,55390,12.03,940.7225237,1109.3,17814.94,2567.6,1197.1,74,1980.21,1563.23,0.002059733,2
2014-11-26,48600,48600,48700,48100,48600,1.056943,0.000514,2.64,7,496,55430,12.02,940.5915349,1106.7,17827.75,2604.34,1196.6,73.8,1980.84,1569.6,-0.015552413,0
2014-11-27,47850,48700,48700,47650,47850,1.047478,0.000518,2.6,-24,667,55400,11.7,934.716083,1099.6,17827.75,2630.49,1189.8,73.8,1982.09,1572.93,0.004171018,2
2014-11-28,48050,48050,48600,47700,48050,1.034551,0.000518,2.61,25,610,55470,11.59,939.5576566,1113,17828.24,2682.84,1175.2,73.8,1980.78,1585.03,-0.002083334,1
2014-12-01,47950,48050,48500,47800,47950,1.030839,0.00051,2.61,192,644,55465,12.07,938.6388677,1107.5,17776.8,2680.16,1218,69.2,1965.22,1571.62,-0.005227403,1
2014-12-02,47700,47850,48000,47300,47700,1.04054,0.000509,2.59,-178,1026,55465,11.83,934.3451283,1114.3,17879.55,2763.55,1199.2,67,1965.83,1571.3,0.007310738,2
2014-12-03,48050,48300,48500,47750,48050,1.020568,0.000462,2.61,-27,699,55390,11.49,931.3946687,1114.6,17912.62,2779.52,1208.5,67.4,1969.91,1573.09,0.013436895,2
2014-12-04,48700,48600,48800,48150,48700,1.038955,0.000464,2.65,339,617,55290,12.16,929.173271,1113.8,17900.1,2899.46,1207.5,66.7,1986.61,1580.57,-0.007212808,1
2014-12-05,48350,48800,49150,48100,48350,1.037139,0.000455,2.63,-141,815,55320,12.29,921.5568369,1118.77,17958.79,2937.65,1190.1,65.8,1986.62,1585.23,0.006185587,2
2014-12-08,48650,49000,49200,48500,48650,1.042392,0.000453,2.64,-172,1387,55265,12.67,920.3884298,1113.67,17852.48,3020.26,1194.7,63.1,1978.95,1590.11,0.016310249,3
2014-12-09,49450,48800,49950,48550,49450,1.020939,0.000453,2.69,266,1405,55305,12.33,927.4802753,1105,17801.2,2856.27,1231.5,63.8,1970.95,1595.19,-0.01220768,1
2014-12-10,48850,49100,49600,48550,48850,1.023831,0.00043,2.65,-120,838,55300,13.65,929.9461189,1104.59,17533.15,2940.01,1228.9,61,1945.56,1573.14,-0.034360486,0
2014-12-11,47200,48300,48400,47100,47200,1.066668,0.000448,2.57,-3,790,54885,14.43,925.436388,1102.75,17596.34,2925.74,1225.1,59.9,1916.59,1542.84,0.007387896,2
2014-12-12,47550,47300,47700,47000,47550,1.064741,0.000446,2.58,-291,737,54935,13.39,928.9203301,1103,17280.83,2938.17,1222,57.8,1921.71,1553.73,0.002100841,2
2014-12-15,47650,47100,47850,46950,47650,1.06535,0.000432,2.59,54,365,54935,13.92,928.7881342,1102.1,17180.84,2953.42,1207.2,55.8,1920.36,1554.78,-0.024430318,0
2014-12-16,46500,47150,47300,45900,46500,1.081186,0.000433,2.53,-35,869,54985,14.96,926.7015707,1079.7,17068.87,3021.52,1193.9,55.9,1904.13,1542.88,0.004291852,2
2014-12-17,46700,46500,47150,46500,46700,1.084865,0.000428,2.54,242,702,54950,15.86,933.208127,1093.16,17356.87,3061.02,1194.3,56.4,1900.16,1535.67,0.021187233,3
2014-12-18,47700,47600,47700,47000,47700,1.09908,0.000428,2.59,4,717,54890,15.21,921.3662303,1097.9,17778.15,3057.52,1194.7,54.5,1897.5,1539.39,0.0166324,3
2014-12-19,48500,48500,48900,48300,48500,1.094007,0.000407,2.64,134,1108,54845,13.47,920.4579768,1097.37,17804.8,3108.6,1195.9,57.2,1929.98,1572.76,-0.00516797,1
2014-12-22,48250,48000,48500,47100,48250,1.081877,0.000407,2.62,27,364,54885,12.9,915.7060639,1097.84,17959.44,3127.45,1179.7,55.1,1943.12,1583.67,-0.016719303,0
2014-12-23,47450,48050,48500,47300,47450,1.057506,0.000405,2.58,206,284,54890,12.77,915.0724638,1104.95,18024.17,3032.61,1177.9,57.1,1939.02,1573.91,0.007349114,2
2014-12-24,47800,47100,47850,47100,47800,1.06091,0.000387,2.6,127,350,54945,12.43,916.7012534,1104.35,18030.21,2972.53,1173.5,55.8,1946.61,1576.99,-0.016878038,0
2014-12-26,47000,47600,47800,47000,47000,1.057001,0.000391,2.55,193,326,54975,12.32,918.8527312,1106.85,18053.71,3157.6,1195.3,55.2,1948.16,1570.12,0.022094534,3
2014-12-29,48050,47100,48500,47000,48050,1.021498,0.000398,2.61,-411,723,55005,12.91,910.7749689,1098.85,18038.23,3168.02,1181.7,53.7,1927.86,1566.25,-0.006263068,1
2014-12-30,47750,48300,48500,47500,47750,1.023171,0.000395,2.6,20,396,55050,12.97,922.2436812,1098.3,17983.07,3165.81,1200.2,54,1915.59,1551.7,0,1
2015-01-02,47750,47950,48400,47650,47750,0.989036,0.00035,1.93,-199,492,55030,12.5,916.1073826,1105.65,17832.99,3165.81,1186,52.7,1926.44,1562.76,-0.002096437,1
2015-01-05,47650,48050,48400,47500,47650,1.022002,0.00035,1.92,-436,552,55025,12.41,927.8735151,1109.18,17501.65,3350.52,1203.9,50,1915.75,1575.57,-0.003152919,1
2015-01-06,47500,47000,47600,46900,47500,0.985962,0.000348,1.92,21,822,55100,13.88,925.8341037,1101.65,17371.64,3351.45,1219.3,47.9,1882.45,1559.34,-0.002107482,1
2015-01-07,47400,46700,47600,46700,47400,0.98573,0.000313,1.91,18,1049,55150,13.72,922.8356336,1103.25,17584.52,3373.95,1210.6,48.7,1883.83,1556.39,0.052400276,3
2015-01-08,49950,48250,50000,47900,49950,1.033354,0.000353,2.02,194,2281,55100,13.36,918.2845188,1097.35,17907.87,3293.46,1208.4,48.8,1904.65,1596.83,-0.005017572,1
2015-01-09,49700,50700,51400,49700,49700,1.016117,0.000333,2.01,-134,1787,55150,12.87,914.3959084,1090.6,17737.37,3285.41,1216,48.4,1924.7,1601.11,0.012000144,2
2015-01-12,50300,50000,50500,49450,50300,1.011156,0.000334,2.03,23,819,55260,13.36,916.0304054,1084.58,17640.84,3229.32,1232.7,46.1,1920.95,1610.95,-0.026184779,0
2015-01-13,49000,48500,49650,48500,49000,1.024739,0.000324,1.98,-36,1139,55250,13.34,912.8890763,1082.23,17613.68,3235.3,1234.3,45.9,1917.14,1595.82,-0.002042902,1
2015-01-14,48900,48900,49850,48850,48900,1.025969,0.000315,1.97,-129,1105,55320,13.86,928.4427284,1082.1,17427.09,3222.44,1234.4,48.5,1913.66,1599.28,0.012195273,2
2015-01-15,49500,48900,49500,48850,49500,1.045644,0.000312,2,96,712,55190,13.61,921.655833,1077.6,17320.71,3336.46,1264.7,46.3,1914.14,1617.5,-0.042296145,0
2015-01-16,47450,48450,48900,47250,47450,1.085519,0.000342,1.92,125,1007,55355,14.61,920.0768902,1076.95,17511.57,3376.5,1276.9,48.7,1888.13,1590.65,-0.009528923,1
2015-01-19,47000,47500,47950,46800,47000,1.0647,0.000336,1.9,8,791,55295,14.08,918.6244467,1079.2,17511.57,3116.35,1276.6,48.7,1902.62,1592.78,0.001063264,2
2015-01-20,47050,47250,47650,46800,47050,1.049029,0.00033,1.9,440,435,55330,13.85,919.5387734,1088.55,17515.23,3173.05,1294.2,46.4,1918.31,1606.87,0.021031269,3
